Language	GlossID	Gloss	Form	Code
Ngiyambaa	228	marrow		0
Ngunawal	228	marrow		0
Nhanta	228	marrow	warda	0
Nhirrpi	228	marrow		0
Northern Mangarla	228	marrow	jawil	0
Northern Nyangumarta	228	marrow	pirlpu	0
Nyamal	228	marrow	pirlpu	0
Nyangumarta	228	marrow	pirlpu	0
Nyungar	228	marrow	boyn kot-ye-‹k	0
Paakantyi	228	marrow	maḏu	0
Pakanh	228	marrow		0
Pallanganmiddang	228	marrow		0
Panyjima	228	marrow	bilbu	0
Parnkala	228	marrow		0
Payungu	228	marrow	jilbu	0
Piangil	228	marrow		0
Pintupi-Luritja	228	marrow	nyunytjunpa	0
Pirriya	228	marrow		0
Pitjantjatjara	228	marrow		0
Pitta-Pitta	228	marrow		0
Rirratjingu	228	marrow		0
Ritharrngu	228	marrow	djukurr(')	0
Southern Walmajarri	228	marrow	jira	0
Thalanyji	228	marrow	ngabura	0
Tharrgari	228	marrow	thidurnu	0
Umpila	228	marrow		0
Wajarri	228	marrow	jilu	0
Wakaya	228	marrow		0
WalmajarriBilliluna	228	marrow		0
WalmajarriHR	228	marrow		0
WalmajarriNW	228	marrow		0
Wangkangurru	228	marrow	durintji	0
Wangkatja	228	marrow		0
Wangkayutyuru	228	marrow		0
Wangkumara	228	marrow		0
WangkumaraMcDWur	228	marrow		0
Wardandi	228	marrow	wad.ang	0
Wargamay	228	marrow		0
Warlmanpa	228	marrow		0
Warlpiri	228	marrow	japurta	0
Warluwarra	228	marrow	kumunggu	0
Warnman	228	marrow	nyunyjurn	0
Warriyangga	228	marrow	thulurnu	0
Warumungu	228	marrow	pirnpirn	0
Warungu	228	marrow	juyi	0
Wathawurrung	228	marrow		0
Wathiwathi	228	marrow		0
Watjuk	228	marrow	karrap	0
Western Arrarnta	228	marrow	karre	0
Wik Mungkan	228	marrow	kuman ench	0
Wiradjuri	228	marrow	duuluubi	0
Wirangu	228	marrow		0
Woiwurrung	228	marrow	dee-dit	0
Wulguru	228	marrow		0
Yabula Yabula	228	marrow		0
Yagara	228	marrow	tchung tchung	0
Yalarnnga	228	marrow		0
Yan-nhangu	228	marrow	djukurr	0
Yandruwandha	228	marrow	durintji	0
Yanyuwa	228	marrow		0
Yarluyandi	228	marrow		0
Yawarrawarrka	228	marrow	durintji	0
Yidiny	228	marrow		0
Yindjibarndi	228	marrow	birbu	0
Yindjilandji	228	marrow		0
Yiningay	228	marrow		0
Yirandali	228	marrow		0
Yorta Yorta	228	marrow		0
Yugambeh	228	marrow	ngu:nyung [dh] 	0
Yulparija	228	marrow	lukuti	0
Yuwaalaraay	228	marrow	giindjuu	0
Adnyamathanha	229	boy	madhlh-apa	0
Aghu-Tharrnggala	229	boy		0
Alyawarr	229	boy	mpweny	0
Antekerrepenhe	229	boy		0
Arabana	229	boy	kootere	0
Awabakal	229	boy	wungGara-bin	0
Badimaya	229	boy		0
Badjiri	229	boy	wilnyarra	0
Bandjalang	229	boy	goombi chungagun	0
Batyala	229	boy	barang-barang	0
Bidyara-Gungabula	229	boy	gandu mardimardi	0
Bilinarra	229	boy	bulyab	0
Biri	229	boy	muli	0
Birrpayi	229	boy	borri	0
Bularnu	229	boy		0
Bunganditj	229	boy	kunatgu	0
Colac	229	boy	caler un derung (r)	0
Darkinyung	229	boy	wungar	0
Dhangu	229	boy		0
Dharawal	229	boy	muhlah	0
Dharuk	229	boy	guragalung	0
Dharumbal	229	boy	gawula	0
Dhayyi	229	boy	gaḏawaḏak	0
Dhudhuroa	229	boy	yuwarru	0
Dhurga	229	boy	gabågubal	0
Dhuwal	229	boy	gurrmul	0
Dhuwala	229	boy		0
Diyari	229	boy	kanku	0
Djabugay	229	boy	dayal	0
Djambarrpuyngu	229	boy	gurrmul	0
Djapu	229	boy	gurrmul	0
Djinang	229	boy		0
Durubul	229	boy	budjari	1
Duungidjawu	229	boy	dju:rr	0
Dyirbal	229	boy	yarrah	0
Flinders Island	229	boy		0
Gairi	229	boy		0
Gamilaraay	229	boy	gabiña	0
Gangulu	229	boy	guwala	0
Garlali	229	boy	ŋaɾawala muthəthu	0
Gooreng Gooreng	229	boy	duvyarl	0
Gudjal	229	boy	dhalmi	0
Gumatj	229	boy	gurrmul	0
Gumbaynggir	229	boy	bodjara	0
Gunditjmara	229	boy	warran warran	0
Gundungurra	229	boy	boobal	0
Gunggari	229	boy	gandu	0
Gunya	229	boy		0
Gupapuyngu	229	boy	gurrmul	0
Gurindji	229	boy	maarta	0
Guugu-Yimidhirr	229	boy	diran	0
Guwa	229	boy	walpara	0
Guyani	229	boy	jildi	0
Iyora	229	boy	wångåra	0
Jaru	229	boy	djuwal	0
Jaru-McC	229	boy		0
Jiwarli	229	boy	walhangu	0
Jiwarliny	229	boy		0
Kaanju	229	boy		0
Kalkatungu	229	boy	kalpin	0
Kamilaroi	229	boy	gabiña	0
Karajarri	229	boy	biŋgai	0
KarajarriNW	229	boy		0
Kariyarra	229	boy	warlipi	0
Karree	229	boy	wångara	0
Kartujarra	229	boy	murtilya	0
Karuwali	229	boy		0
Katthang	229	boy	Boor-i too-kal	0
Kaurna	229	boy	tinyara	0
Keramin	229	boy	thalump	0
Kugu Nganhcara	229	boy	pama manthayan	0
Kukatj	229	boy	payemp	0
Kukatja	229	boy	marnti	0
Kuku Yalanji	229	boy		0
KukuYalanjiCurr	229	boy		0
Kungadutyi	229	boy	kanku	0
Kungkari	229	boy	murnintyimpa	0
Kurnu	229	boy	mulloo-oolta	0
Kurrama	229	boy	thurtku	0
Kurtjar	229	boy	kuaabh	0
Kuuku-Ya’u	229	boy	pulthunu	0
Linngithigh	229	boy	pongg	0
Mabuiag	229	boy	kawakuik	0
Malgana	229	boy	zamba	0
Malngin	229	boy		0
Malyangapa	229	boy	yarli patha	0
MangalaMcK	229	boy		0
MangalaNW	229	boy		0
Margany	229	boy	mardi gabun	0
Martu Wangka	229	boy	murtilya	0
Mary River and Bunya Bunya Country	229	boy	Nuin	0
Mathi-Mathi	229	boy		0
Mayi-Kulan	229	boy	yapayirri	0
Mayi-Kutuna	229	boy	yapayirri	0
Mayi-Thakurti	229	boy	yapayirri	0
Mayi-Yapi	229	boy	yapayirri	0
Mbabaram	229	boy	wurgún	0
Mbakwithi	229	boy	niixi	0
Minjungbal	229	boy	dyabu	0
Mirniny	229	boy		0
Mithaka	229	boy	tyiritayiri	0
Mount Freeling Diyari	229	boy		0
Mudburra	229	boy	bulingi	0
Mudburra-McC	229	boy		0
Muruwari	229	boy	kunhan-kunhan	0
Narrungga	229	boy	yarli-yidja	0
Ng'goi Mwoi	229	boy	tchaboo	0
Ngaanyatjarra	229	boy	minarli	0
Ngadjumaya	229	boy	warndi	0
Ngadjuri	229	boy	mandu	0
Ngaiawang	229	boy	pipireyu	0
Ngamini	229	boy	kanku	0
Ngardily	229	boy	malju	0
Ngarigu	229	boy	burubal	0
Ngarinyman	229	boy	marlayirra	0
Ngarla	229	boy	murrukurru	0
Ngarluma	229	boy	jaji	0
Ngarrindjeri	229	boy	wi:wilde	0
Ngawun	229	boy	klngu	0
Ngiyambaa	229	boy	marrakaŋka	0
Ngunawal	229	boy	bubal	0
Nhanta	229	boy	aji	0
Nhirrpi	229	boy		0
Northern Mangarla	229	boy		0
Northern Nyangumarta	229	boy		0
Nyamal	229	boy	yarungu	0
Nyangumarta	229	boy	murrukurru	0
Nyungar	229	boy	Narnactowaller, beard growing	0
Paakantyi	229	boy	biḏi	0
Pakanh	229	boy		0
Pallanganmiddang	229	boy		0
Panyjima	229	boy	bunu	0
Parnkala	229	boy	ngultapa	0
Payungu	229	boy	maliji-murdu	0
Piangil	229	boy		0
Pintupi-Luritja	229	boy	ngumula, ngumulanya, ngumulnga, wangu, ula, yula	0
Pirriya	229	boy	kandu	0
Pitjantjatjara	229	boy		0
Pitta-Pitta	229	boy	yaparrirri	0
Rirratjingu	229	boy		0
Ritharrngu	229	boy	gurrmul	0
Southern Walmajarri	229	boy		0
Thalanyji	229	boy	nyirrgarda	0
Tharrgari	229	boy	walhangu	0
Umpila	229	boy	kampinu	0
Wajarri	229	boy	mayaji	0
Wakaya	229	boy	tunungukuju	0
WalmajarriBilliluna	229	boy		0
WalmajarriHR	229	boy		0
WalmajarriNW	229	boy		0
Wangkangurru	229	boy	tutila	0
Wangkatja	229	boy	nyitayira	0
Wangkayutyuru	229	boy	karu	0
Wangkumara	229	boy	gulpi	0
WangkumaraMcDWur	229	boy		0
Wardandi	229	boy	gulang	0
Wargamay	229	boy	muyma	0
Warlmanpa	229	boy	wangkalyi	0
Warlpiri	229	boy	ngarni-kirra-warnu	0
Warluwarra	229	boy	thurta	0
Warnman	229	boy	murtilya	0
Warriyangga	229	boy	walhangu	0
Warumungu	229	boy	winttartu	0
Warungu	229	boy	marrgara	0
Wathawurrung	229	boy	kulkurn-guli	0
Wathiwathi	229	boy		0
Watjuk	229	boy	kulampiti	0
Western Arrarnta	229	boy		0
Wik Mungkan	229	boy	ngechwiy	0
Wiradjuri	229	boy	birrayn	0
Wirangu	229	boy	walybu	0
Woiwurrung	229	boy	wayalak	0
Wulguru	229	boy	gandu	0
Yabula Yabula	229	boy		0
Yagara	229	boy	pusiri	1
Yalarnnga	229	boy	kalpin	0
Yan-nhangu	229	boy	maŋutjimirriŋu	0
Yandruwandha	229	boy	muraua	0
Yanyuwa	229	boy	yalkuyi (cm-)	0
Yarluyandi	229	boy	pangka	0
Yawarrawarrka	229	boy	karli, pula	0
Yidiny	229	boy		0
Yindjibarndi	229	boy	wirda	0
Yindjilandji	229	boy	gan-doo	0
Yiningay	229	boy	kawula	0
Yirandali	229	boy	wolburra	0
Yorta Yorta	229	boy	mulnigaptya	0
Yugambeh	229	boy	tchaboo	0
Yulparija	229	boy	mirtilypa	0
Yuwaalaraay	229	boy	berai	0
Adnyamathanha	230	old woman	virlkutha	0
Aghu-Tharrnggala	230	old woman	rrkayrrkə	0
Alyawarr	230	old woman	arelhampw, arelh ampwa	0
Antekerrepenhe	230	old woman		0
Arabana	230	old woman	wittoola	0
Awabakal	230	old woman		0
Badimaya	230	old woman		0
Badjiri	230	old woman	murguñ	0
Bandjalang	230	old woman	waurong	0
Batyala	230	old woman	maru	0
Bidyara-Gungabula	230	old woman	muranyan	0
Bilinarra	230	old woman	gajirri	0
Biri	230	old woman	bulŋan	0
Birrpayi	230	old woman	durrogan	0
Bularnu	230	old woman	nyurruga	0
Bunganditj	230	old woman	wiyatu iyar	0
Colac	230	old woman	peneja noat ne wat (r)	0
Darkinyung	230	old woman	ngarangayn	0
Dhangu	230	old woman		0
Dharawal	230	old woman	wulingger	0
Dharuk	230	old woman	dyinuragang	0
Dharumbal	230	old woman	bapawan	0
Dhayyi	230	old woman		0
Dhudhuroa	230	old woman	gerriga	0
Dhurga	230	old woman		0
Dhuwal	230	old woman	wuḻkuman	0
Dhuwala	230	old woman		0
Diyari	230	old woman	wuljula	0
Djabugay	230	old woman	darrnggidarrnggi	0
Djambarrpuyngu	230	old woman	wuḻkuman	0
Djapu	230	old woman	wuḻkuman	0
Djinang	230	old woman	bambay	0
Durubul	230	old woman	walingar	0
Duungidjawu	230	old woman		0
Dyirbal	230	old woman		0
Flinders Island	230	old woman		0
Gairi	230	old woman	wodduring, boongau	0
Gamilaraay	230	old woman	yambuli	0
Gangulu	230	old woman	bunŋan	0
Garlali	230	old woman	old withitha	0
Gooreng Gooreng	230	old woman	mookan	0
Gudjal	230	old woman	galamu galamu warnguru	0
Gumatj	230	old woman	wuḻkuman	0
Gumbaynggir	230	old woman	jurruy	0
Gunditjmara	230	old woman	kogowitch	0
Gundungurra	230	old woman		0
Gunggari	230	old woman	mamigan	0
Gunya	230	old woman	mudguny	0
Gupapuyngu	230	old woman		0
Gurindji	230	old woman	kajirri	0
Guugu-Yimidhirr	230	old woman	kamba kamba	0
Guwa	230	old woman	pandoro	0
Guyani	230	old woman	jauiri	0
Iyora	230	old woman	guwin magi	0
Jaru	230	old woman	bandalo	0
Jaru-McC	230	old woman		0
Jiwarli	230	old woman	jarndira	0
Jiwarliny	230	old woman	parnany jarlujangka	0
Kaanju	230	old woman		0
Kalkatungu	230	old woman	mutyumutyu	0
Kamilaroi	230	old woman	yambuli	0
Karajarri	230	old woman	mida	0
KarajarriNW	230	old woman		0
Kariyarra	230	old woman	mirtawari	0
Karree	230	old woman		0
Kartujarra	230	old woman	parntarnpa	0
Karuwali	230	old woman	mutitu	0
Katthang	230	old woman	Bit-thee	0
Kaurna	230	old woman	paityabulti	0
Keramin	230	old woman		0
Kugu Nganhcara	230	old woman	kuyu waya	0
Kukatj	230	old woman	juunyj	0
Kukatja	230	old woman	parntanypa	0
Kuku Yalanji	230	old woman	gumba-gumba	0
KukuYalanjiCurr	230	old woman		0
Kungadutyi	230	old woman	walga nuga	0
Kungkari	230	old woman	wulko	0
Kurnu	230	old woman	nahnggo	0
Kurrama	230	old woman	jarta	0
Kurtjar	230	old woman	mpeenchilgh	0
Kuuku-Ya’u	230	old woman	ku'unchi	0
Linngithigh	230	old woman		0
Mabuiag	230	old woman		0
Malgana	230	old woman	bookoora	0
Malngin	230	old woman		0
Malyangapa	230	old woman	walka nhuka	0
MangalaMcK	230	old woman		0
MangalaNW	230	old woman		0
Margany	230	old woman	koolaloo	0
Martu Wangka	230	old woman	jaluru	0
Mary River and Bunya Bunya Country	230	old woman	ma’run	0
Mathi-Mathi	230	old woman	kalao	0
Mayi-Kulan	230	old woman	wamurra	0
Mayi-Kutuna	230	old woman	muthumuthu	0
Mayi-Thakurti	230	old woman	tamalla	0
Mayi-Yapi	230	old woman	yappoora	0
Mbabaram	230	old woman	tumby	0
Mbakwithi	230	old woman	nduprrixi	0
Minjungbal	230	old woman	murrungin	0
Mirniny	230	old woman	yakamarnakurltu	0
Mithaka	230	old woman	kurruku	0
Mount Freeling Diyari	230	old woman		0
Mudburra	230	old woman	jabaka	0
Mudburra-McC	230	old woman		0
Muruwari	230	old woman	paraka	0
Narrungga	230	old woman	balka ankie	0
Ng'goi Mwoi	230	old woman	meerung-kungully	0
Ngaanyatjarra	230	old woman	pama, partnany(pa)	0
Ngadjumaya	230	old woman		0
Ngadjuri	230	old woman		0
Ngaiawang	230	old woman		0
Ngamini	230	old woman	widlapirna	0
Ngardily	230	old woman	parntany	0
Ngarigu	230	old woman	gwandidj	0
Ngarinyman	230	old woman	gajirri	0
Ngarla	230	old woman	meetawarri	0
Ngarluma	230	old woman	jarda	0
Ngarrindjeri	230	old woman	yanda-iman	0
Ngawun	230	old woman	wamurra	0
Ngiyambaa	230	old woman	wultuman	0
Ngunawal	230	old woman	bullane	0
Nhanta	230	old woman	pogera	0
Nhirrpi	230	old woman		0
Northern Mangarla	230	old woman	parnany	0
Northern Nyangumarta	230	old woman	ranyji	0
Nyamal	230	old woman	meetawarri	0
Nyangumarta	230	old woman	ranyji	0
Nyungar	230	old woman	mungan	0
Paakantyi	230	old woman	burruga	0
Pakanh	230	old woman	takuwa	0
Pallanganmiddang	230	old woman		0
Panyjima	230	old woman	jarta	0
Parnkala	230	old woman	oodlalli	0
Payungu	230	old woman	jarndira	0
Piangil	230	old woman	kallawur	0
Pintupi-Luritja	230	old woman	wulkuminarringu	0
Pirriya	230	old woman	walku	0
Pitjantjatjara	230	old woman		0
Pitta-Pitta	230	old woman	muyutyu	0
Rirratjingu	230	old woman		0
Ritharrngu	230	old woman		0
Southern Walmajarri	230	old woman		0
Thalanyji	230	old woman	jarndira	0
Tharrgari	230	old woman	jartira	0
Umpila	230	old woman	kuqunci	0
Wajarri	230	old woman	jugarnu	0
Wakaya	230	old woman		0
WalmajarriBilliluna	230	old woman		0
WalmajarriHR	230	old woman		0
WalmajarriNW	230	old woman		0
Wangkangurru	230	old woman	wuljula	0
Wangkatja	230	old woman		0
Wangkayutyuru	230	old woman	muduwa	0
Wangkumara	230	old woman	warlganhuga	0
WangkumaraMcDWur	230	old woman		0
Wardandi	230	old woman	mereyan	0
Wargamay	230	old woman	dyambi	0
Warlmanpa	230	old woman	japaka	0
Warlpiri	230	old woman	murtuna wulkulmanu	0
Warluwarra	230	old woman	yarlwi	0
Warnman	230	old woman		0
Warriyangga	230	old woman	manyjira	0
Warumungu	230	old woman	pulkka	0
Warungu	230	old woman		0
Wathawurrung	230	old woman	[ng]arra-gurrk	0
Wathiwathi	230	old woman	kuloor	0
Watjuk	230	old woman	jereluk	0
Western Arrarnta	230	old woman	kngarripata	0
Wik Mungkan	230	old woman	wanchinth	0
Wiradjuri	230	old woman	balaagan	0
Wirangu	230	old woman	guRa	0
Woiwurrung	230	old woman	murndi-gurrk	0
Wulguru	230	old woman		0
Yabula Yabula	230	old woman		0
Yagara	230	old woman	walingara	0
Yalarnnga	230	old woman	munhthamunhtha	0
Yan-nhangu	230	old woman	wulguman	0
Yandruwandha	230	old woman	gooroolpo	0
Yanyuwa	230	old woman		0
Yarluyandi	230	old woman	widla pina	0
Yawarrawarrka	230	old woman	kurubu	0
Yidiny	230	old woman	darrnggidarrnggi	0
Yindjibarndi	230	old woman	tharda, jarda, thuwa, duwa	0
Yindjilandji	230	old woman		0
Yiningay	230	old woman	mukaRi	0
Yirandali	230	old woman	mangoor	0
Yorta Yorta	230	old woman	dhamawinyar	0
Yugambeh	230	old woman	mirrigwun	0
Yulparija	230	old woman	purta ranyji	0
Yuwaalaraay	230	old woman	baagii, dhubaay, miimii, nhangi, maamii, yinarraagalaa	0
Adnyamathanha	231	husband		0
Aghu-Tharrnggala	231	husband		0
Alyawarr	231	husband	anew, mpwerney, anenty, anewikw	0
Antekerrepenhe	231	husband		0
Arabana	231	husband		0
Awabakal	231	husband	båri-bai	0
Badimaya	231	husband		0
Badjiri	231	husband		0
Bandjalang	231	husband	nyubunzdhar Y, bani C, banidhar others	0
Batyala	231	husband	malim	0
Bidyara-Gungabula	231	husband	gun-gayila	0
Bilinarra	231	husband		0
Biri	231	husband	guŋgal	0
Birrpayi	231	husband	mala-ma-ng	0
Bularnu	231	husband		0
Bunganditj	231	husband	nganapu	0
Colac	231	husband		0
Darkinyung	231	husband	duda	0
Dhangu	231	husband	dhuway	0
Dharawal	231	husband	naginggoen	0
Dharuk	231	husband	mulamang	0
Dharumbal	231	husband	nhupa(dharri)	0
Dhayyi	231	husband		0
Dhudhuroa	231	husband	ningulali	0
Dhurga	231	husband	dhalin(mara)	0
Dhuwal	231	husband	dhuway	0
Dhuwala	231	husband		0
Diyari	231	husband		0
Djabugay	231	husband	dunyu	0
Djambarrpuyngu	231	husband	dhuway	0
Djapu	231	husband	dhuway	0
Djinang	231	husband	galikali	0
Durubul	231	husband	nuganbing	0
Duungidjawu	231	husband		0
Dyirbal	231	husband	wiru	0
Flinders Island	231	husband	othul	0
Gairi	231	husband	ungaila	0
Gamilaraay	231	husband	guliirr	0
Gangulu	231	husband	guŋgal	0
Garlali	231	husband		0
Gooreng Gooreng	231	husband	gooloomboolum	0
Gudjal	231	husband	bandjiman	0
Gumatj	231	husband	dhuway	0
Gumbaynggir	231	husband	gilgurr_ay	0
Gunditjmara	231	husband	yuwiitneetch	0
Gundungurra	231	husband	máyån	0
Gunggari	231	husband		0
Gunya	231	husband	gungal	0
Gupapuyngu	231	husband	ŋanapa	0
Gurindji	231	husband	ngumparna	0
Guugu-Yimidhirr	231	husband	duno	0
Guwa	231	husband		0
Guyani	231	husband		0
Iyora	231	husband	mala-ma-ng	0
Jaru	231	husband	gandamari	0
Jaru-McC	231	husband		0
Jiwarli	231	husband		0
Jiwarliny	231	husband		0
Kaanju	231	husband	mu:yu	0
Kalkatungu	231	husband	yukuta	0
Kamilaroi	231	husband	guliirr	0
Karajarri	231	husband	yago	0
KarajarriNW	231	husband		0
Kariyarra	231	husband		0
Karree	231	husband		0
Kartujarra	231	husband	nyupa	0
Karuwali	231	husband		0
Katthang	231	husband		0
Kaurna	231	husband	yerlinna	0
Keramin	231	husband		0
Kugu Nganhcara	231	husband	pama pocon	0
Kukatj	231	husband	kalnyin	0
Kukatja	231	husband		0
Kuku Yalanji	231	husband		0
KukuYalanjiCurr	231	husband		0
Kungadutyi	231	husband		0
Kungkari	231	husband		0
Kurnu	231	husband	mahlee	0
Kurrama	231	husband		0
Kurtjar	231	husband	rrighany	0
Kuuku-Ya’u	231	husband	muuyu	0
Linngithigh	231	husband		0
Mabuiag	231	husband	alai	0
Malgana	231	husband		0
Malngin	231	husband		0
Malyangapa	231	husband		0
MangalaMcK	231	husband		0
MangalaNW	231	husband		0
Margany	231	husband	koorangle	0
Martu Wangka	231	husband	yirna	0
Mary River and Bunya Bunya Country	231	husband	dhan’dor	0
Mathi-Mathi	231	husband		0
Mayi-Kulan	231	husband	mula	0
Mayi-Kutuna	231	husband		0
Mayi-Thakurti	231	husband	tjaliyn	0
Mayi-Yapi	231	husband	bunjil	0
Mbabaram	231	husband	mɔ (1)	0
Mbakwithi	231	husband	mbrranga	0
Minjungbal	231	husband	newbung	0
Mirniny	231	husband		0
Mithaka	231	husband		0
Mount Freeling Diyari	231	husband		0
Mudburra	231	husband	wumbarna	0
Mudburra-McC	231	husband		0
Muruwari	231	husband	mariñ	0
Narrungga	231	husband	nguba	0
Ng'goi Mwoi	231	husband	nubung	0
Ngaanyatjarra	231	husband	kurri, yamatji, yarruwa	0
Ngadjumaya	231	husband		0
Ngadjuri	231	husband	mani	0
Ngaiawang	231	husband	pewi	0
Ngamini	231	husband		0
Ngardily	231	husband		0
Ngarigu	231	husband	mangGala	0
Ngarinyman	231	husband	ngumbarna	0
Ngarla	231	husband		0
Ngarluma	231	husband	ñupa	0
Ngarrindjeri	231	husband	napalan	0
Ngawun	231	husband	tjaliyn	0
Ngiyambaa	231	husband	mama-mbån	0
Ngunawal	231	husband	mayang	0
Nhanta	231	husband		0
Nhirrpi	231	husband		0
Northern Mangarla	231	husband	jipi	0
Northern Nyangumarta	231	husband	partangurra	0
Nyamal	231	husband	nyupa	0
Nyangumarta	231	husband	partangurra	0
Nyungar	231	husband	cordung	0
Paakantyi	231	husband	nganpa	0
Pakanh	231	husband	moyyarra	0
Pallanganmiddang	231	husband		0
Panyjima	231	husband		0
Parnkala	231	husband	yerdli	0
Payungu	231	husband	yakarn	0
Piangil	231	husband		0
Pintupi-Luritja	231	husband	wati walytja, kurri walytja	0
Pirriya	231	husband		0
Pitjantjatjara	231	husband		0
Pitta-Pitta	231	husband		0
Rirratjingu	231	husband		0
Ritharrngu	231	husband	dhuway	0
Southern Walmajarri	231	husband	ngumparna	0
Thalanyji	231	husband	yagan	0
Tharrgari	231	husband		0
Umpila	231	husband	mu:yu	0
Wajarri	231	husband	mardungu	0
Wakaya	231	husband	ilingenthu	0
WalmajarriBilliluna	231	husband		0
WalmajarriHR	231	husband		0
WalmajarriNW	231	husband		0
Wangkangurru	231	husband		0
Wangkatja	231	husband		0
Wangkayutyuru	231	husband	mirra	0
Wangkumara	231	husband	babadya	0
WangkumaraMcDWur	231	husband		0
Wardandi	231	husband	gud.an-dja	0
Wargamay	231	husband	wiru	0
Warlmanpa	231	husband		0
Warlpiri	231	husband	kali-	0
Warluwarra	231	husband	thawarra	0
Warnman	231	husband	ngungu	0
Warriyangga	231	husband		0
Warumungu	231	husband	kalyakalya	0
Warungu	231	husband	gurnggal	0
Wathawurrung	231	husband	warringgurr tanu	0
Wathiwathi	231	husband		0
Watjuk	231	husband		0
Western Arrarnta	231	husband	nua, mit	0
Wik Mungkan	231	husband	mu:y	0
Wiradjuri	231	husband	nguuban	0
Wirangu	231	husband	madyi	0
Woiwurrung	231	husband	nganggorrong	0
Wulguru	231	husband	ngumbaru	0
Yabula Yabula	231	husband		0
Yagara	231	husband	noobunchal	0
Yalarnnga	231	husband	makurtu	0
Yan-nhangu	231	husband	dhuwi	0
Yandruwandha	231	husband		0
Yanyuwa	231	husband		0
Yarluyandi	231	husband		0
Yawarrawarrka	231	husband		0
Yidiny	231	husband	mungga	0
Yindjibarndi	231	husband		0
Yindjilandji	231	husband	'jɪlaŋɪnda	0
Yiningay	231	husband		0
Yirandali	231	husband	punchaman	0
Yorta Yorta	231	husband	winyanbunayir	0
Yugambeh	231	husband	neubung	0
Yulparija	231	husband	yinmi	0
Yuwaalaraay	231	husband	guliirr	0
Adnyamathanha	232	older brother	nhunga	0
Aghu-Tharrnggala	232	older brother	lekəm	0
Alyawarr	232	older brother	kakey, awayikw	0
Antekerrepenhe	232	older brother	ke-	0
Arabana	232	older brother	noota	0
Awabakal	232	older brother	bing-gai	0
Badimaya	232	older brother	gurra	0
Badjiri	232	older brother	murnu	0
Bandjalang	232	older brother	bunum	5
Batyala	232	older brother	njun	0
Bidyara-Gungabula	232	older brother	dhagu	7
Bilinarra	232	older brother	ngaba	0
Biri	232	older brother	kutta	2
Birrpayi	232	older brother	bingarro	6
Bularnu	232	older brother	rlala	0
Bunganditj	232	older brother	warkali	0
Colac	232	older brother		0
Darkinyung	232	older brother	babing	0
Dhangu	232	older brother	djukarrŋu	11
Dharawal	232	older brother	dhadha	8
Dharuk	232	older brother	guwalgang	0
Dharumbal	232	older brother	marang	0
Dhayyi	232	older brother		0
Dhudhuroa	232	older brother	wugug	0
Dhurga	232	older brother	dhadha	8
Dhuwal	232	older brother	wäwa	9
Dhuwala	232	older brother		0
Diyari	232	older brother	niyi	0
Djabugay	232	older brother	yaba	12
Djambarrpuyngu	232	older brother	wäwa	9
Djapu	232	older brother	wäwa	9
Djinang	232	older brother	wuwi	0
Durubul	232	older brother	ngabang	4
Duungidjawu	232	older brother	djadja	0
Dyirbal	232	older brother	mukirrayi	0
Flinders Island	232	older brother		0
Gairi	232	older brother	weger-tarquin	0
Gamilaraay	232	older brother	dhaya	8
Gangulu	232	older brother	wapoorinyi	0
Garlali	232	older brother		0
Gooreng Gooreng	232	older brother		0
Gudjal	232	older brother		0
Gumatj	232	older brother	djukarrŋu	11
Gumbaynggir	232	older brother	gagu	0
Gunditjmara	232	older brother	wawe	0
Gundungurra	232	older brother	dyidyang	0
Gunggari	232	older brother		0
Gunya	232	older brother	dhaguny	0
Gupapuyngu	232	older brother	wäwa	9
Gurindji	232	older brother	ngapa	0
Guugu-Yimidhirr	232	older brother	yaba	12
Guwa	232	older brother	yapa	12
Guyani	232	older brother	yunga	0
Iyora	232	older brother		0
Jaru	232	older brother	babayi	0
Jaru-McC	232	older brother		0
Jiwarli	232	older brother	kurda	2
Jiwarliny	232	older brother		0
Kaanju	232	older brother	ngampamu	0
Kalkatungu	232	older brother	ngarni	0
Kamilaroi	232	older brother	dhaya	8
Karajarri	232	older brother	bulgai	0
KarajarriNW	232	older brother		0
Kariyarra	232	older brother	kaca	1
Karree	232	older brother		0
Kartujarra	232	older brother	kurta	2
Karuwali	232	older brother	naire	0
Katthang	232	older brother	pingay	0
Kaurna	232	older brother	yanga	0
Keramin	232	older brother	kuk	0
Kugu Nganhcara	232	older brother	ngathunye	0
Kukatj	232	older brother	tharengk	0
Kukatja	232	older brother	kurta	2
Kuku Yalanji	232	older brother	yaba	12
KukuYalanjiCurr	232	older brother		0
Kungadutyi	232	older brother	goorkinya	0
Kungkari	232	older brother	goorkinya	0
Kurnu	232	older brother	kahkooja	0
Kurrama	232	older brother	kaya	1
Kurtjar	232	older brother	əruoδ	0
Kuuku-Ya’u	232	older brother	yapu	12
Linngithigh	232	older brother	niyigh	0
Mabuiag	232	older brother	kuikuig	0
Malgana	232	older brother	kooralla	0
Malngin	232	older brother		0
Malyangapa	232	older brother	kakurlu	0
MangalaMcK	232	older brother		0
MangalaNW	232	older brother		0
Margany	232	older brother	mukkidoo	0
Martu Wangka	232	older brother	kurta	2
Mary River and Bunya Bunya Country	232	older brother	nuin	0
Mathi-Mathi	232	older brother	waawe	9
Mayi-Kulan	232	older brother	ngapun	4
Mayi-Kutuna	232	older brother	thapu	0
